"_id","_index","_score",category,"category.keyword",currency,"customer_first_name","customer_first_name.keyword","customer_full_name","customer_full_name.keyword","customer_gender","customer_id","customer_last_name","customer_last_name.keyword","customer_phone","day_of_week","day_of_week_i",email,"event.dataset","geoip.city_name","geoip.continent_name","geoip.country_iso_code","geoip.location","geoip.region_name",manufacturer,"manufacturer.keyword","order_date","order_id","products._id","products._id.keyword","products.base_price","products.base_unit_price","products.category","products.category.keyword","products.created_on","products.discount_amount","products.discount_percentage","products.manufacturer","products.manufacturer.keyword","products.min_price","products.price","products.product_id","products.product_name","products.product_name.keyword","products.quantity","products.sku","products.tax_amount","products.taxful_price","products.taxless_price","products.unit_discount_amount",sku,"taxful_total_price","taxless_total_price","total_quantity","total_unique_products",type,user
S4OFm5oBSErIf1UmNJt7,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Mary,Mary,"Mary Kelley","Mary Kelley",FEMALE,20,Kelley,Kelley,"(empty)",Tuesday,1,"mary@kelley-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","Nov 18, 2025 @ 09:34:48.000",566896,"sold_product_566896_16021, sold_product_566896_17331","sold_product_566896_16021, sold_product_566896_17331","$50.00, $20.98","$50.00, $20.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 13, 2016 @ 09:34:48.000, Dec 13, 2016 @ 09:34:48.000","0, 0","0, 0","Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","$23.02, $10.49","$50.00, $20.98","16,021, 17,331","High heeled sandals - electric blue, Tote bag - Blue Violety","High heeled sandals - electric blue, Tote bag - Blue Violety","1, 1","ZO0242702427, ZO0090000900","0, 0","$50.00, $20.98","$50.00, $20.98","0, 0","ZO0242702427, ZO0090000900","$71","$71.00",2,2,order,mary
mYOFm5oBSErIf1UmK5I6,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Eddie,Eddie,"Eddie King","Eddie King",MALE,38,King,King,"(empty)",Tuesday,1,"eddie@king-family.zzz","sample_ecommerce",Cairo,Africa,EG,"POINT (31.3 30.1)","Cairo Governorate",Elitelligence,Elitelligence,"Nov 18, 2025 @ 09:29:02.000",566892,"sold_product_566892_21978, sold_product_566892_14543","sold_product_566892_21978, sold_product_566892_14543","$24.98, $17.98","$24.98, $17.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 09:29:02.000, Dec 13, 2016 @ 09:29:02.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$12.49, $8.99","$24.98, $17.98","21,978, 14,543","Hoodie - dark blue, Jumper - black","Hoodie - dark blue, Jumper - black","1, 1","ZO0589505895, ZO0575405754","0, 0","$24.98, $17.98","$24.98, $17.98","0, 0","ZO0589505895, ZO0575405754","$42.97","$42.97",2,2,order,eddie
VoOFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Brigitte,Brigitte,"Brigitte Gregory","Brigitte Gregory",FEMALE,12,Gregory,Gregory,"(empty)",Tuesday,1,"brigitte@gregory-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Champion Arts, Tigress Enterprises","Champion Arts, Tigress Enterprises","Nov 18, 2025 @ 09:21:50.000",566884,"sold_product_566884_23198, sold_product_566884_5945","sold_product_566884_23198, sold_product_566884_5945","$20.98, $24.98","$20.98, $24.98","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 13, 2016 @ 09:21:50.000, Dec 13, 2016 @ 09:21:50.000","0, 0","0, 0","Champion Arts, Tigress Enterprises","Champion Arts, Tigress Enterprises","$10.49, $11.50","$20.98, $24.98","23,198, 5,945","Jersey dress - black, Ankle boots - black","Jersey dress - black, Ankle boots - black","1, 1","ZO0490204902, ZO0025000250","0, 0","$20.98, $24.98","$20.98, $24.98","0, 0","ZO0490204902, ZO0025000250","$45.97","$45.97",2,2,order,brigitte
noOFm5oBSErIf1UmN54Y,"kibana_sample_data_ecommerce","-","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Jackson,Jackson,"Jackson Harper","Jackson Harper",MALE,13,Harper,Harper,"(empty)",Tuesday,1,"jackson@harper-family.zzz","sample_ecommerce","Los Angeles","North America",US,"POINT (-118.2 34.1)",California,"Low Tide Media, Elitelligence, (empty)","Low Tide Media, Elitelligence, (empty)","Nov 18, 2025 @ 09:20:24.000",721778,"sold_product_721778_1710, sold_product_721778_1718, sold_product_721778_12836, sold_product_721778_21677","sold_product_721778_1710, sold_product_721778_1718, sold_product_721778_12836, sold_product_721778_21677","$65.00, $28.98, $165.00, $42.00","$65.00, $28.98, $165.00, $42.00","Men's Shoes, Men's Shoes, Men's Shoes, Men's Clothing","Men's Shoes, Men's Shoes, Men's Shoes, Men's Clothing","Dec 13, 2016 @ 09:20:24.000, Dec 13, 2016 @ 09:20:24.000, Dec 13, 2016 @ 09:20:24.000, Dec 13, 2016 @ 09:20:24.000","0, 0, 0, 0","0, 0, 0, 0","Low Tide Media, Elitelligence, (empty), Elitelligence","Low Tide Media, Elitelligence, (empty), Elitelligence","$35.09, $15.36, $80.88, $22.25","$65.00, $28.98, $165.00, $42.00","1,710, 1,718, 12,836, 21,677","Boots - cognac, Lace-up boots - black, Lace-ups - brown, Light jacket - black","Boots - cognac, Lace-up boots - black, Lace-ups - brown, Light jacket - black","1, 1, 1, 1","ZO0400004000, ZO0519305193, ZO0482004820, ZO0540305403","0, 0, 0, 0","$65.00, $28.98, $165.00, $42.00","$65.00, $28.98, $165.00, $42.00","0, 0, 0, 0","ZO0400004000, ZO0519305193, ZO0482004820, ZO0540305403","$301","$301.00",4,4,order,jackson
JoOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Irwin,Irwin,"Irwin Potter","Irwin Potter",MALE,14,Potter,Potter,"(empty)",Tuesday,1,"irwin@potter-family.zzz","sample_ecommerce",Bogotu00e1,"South America",CO,"POINT (-74.1 4.6)","Bogota D.C.","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Nov 18, 2025 @ 09:20:24.000",566881,"sold_product_566881_16129, sold_product_566881_19224","sold_product_566881_16129, sold_product_566881_19224","$24.98, $14.99","$24.98, $14.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 09:20:24.000, Dec 13, 2016 @ 09:20:24.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$12.49, $8.09","$24.98, $14.99","16,129, 19,224","Trousers - navy, Long sleeved top - white/blue/red","Trousers - navy, Long sleeved top - white/blue/red","1, 1","ZO0419604196, ZO0559705597","0, 0","$24.98, $14.99","$24.98, $14.99","0, 0","ZO0419604196, ZO0559705597","$39.97","$39.97",2,2,order,irwin
"LYOFm5oBSErIf1UmMpn-","kibana_sample_data_ecommerce","-","Men's Shoes, Men's Accessories","Men's Shoes, Men's Accessories",EUR,Hicham,Hicham,"Hicham Carpenter","Hicham Carpenter",MALE,8,Carpenter,Carpenter,"(empty)",Tuesday,1,"hicham@carpenter-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Nov 18, 2025 @ 08:54:29.000",566861,"sold_product_566861_1978, sold_product_566861_11748","sold_product_566861_1978, sold_product_566861_11748","$50.00, $16.98","$50.00, $16.98","Men's Shoes, Men's Accessories","Men's Shoes, Men's Accessories","Dec 13, 2016 @ 08:54:29.000, Dec 13, 2016 @ 08:54:29.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$27.48, $8.33","$50.00, $16.98","1,978, 11,748","Lace-up boots - black, Wallet - grey","Lace-up boots - black, Wallet - grey","1, 1","ZO0520305203, ZO0462204622","0, 0","$50.00, $16.98","$50.00, $16.98","0, 0","ZO0520305203, ZO0462204622","$67","$67.00",2,2,order,hicham
"yIOFm5oBSErIf1UmMpn-","kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Fletcher","Yasmine Fletcher",FEMALE,43,Fletcher,Fletcher,"(empty)",Tuesday,1,"yasmine@fletcher-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-","Pyramidustries active, Gnomehouse","Pyramidustries active, Gnomehouse","Nov 18, 2025 @ 08:47:17.000",566856,"sold_product_566856_10829, sold_product_566856_25007","sold_product_566856_10829, sold_product_566856_25007","$28.98, $50.00","$28.98, $50.00","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 13, 2016 @ 08:47:17.000, Dec 13, 2016 @ 08:47:17.000","0, 0","0, 0","Pyramidustries active, Gnomehouse","Pyramidustries active, Gnomehouse","$15.07, $26.48","$28.98, $50.00","10,829, 25,007","Sports shoes - black/pink, Jumpsuit - Pale Violet Red","Sports shoes - black/pink, Jumpsuit - Pale Violet Red","1, 1","ZO0216502165, ZO0327503275","0, 0","$28.98, $50.00","$28.98, $50.00","0, 0","ZO0216502165, ZO0327503275","$79","$79.00",2,2,order,yasmine
eoOFm5oBSErIf1UmNZ69,"kibana_sample_data_ecommerce","-","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Frances,Frances,"Frances Goodwin","Frances Goodwin",FEMALE,49,Goodwin,Goodwin,"(empty)",Tuesday,1,"frances@goodwin-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes","Oceanavigations, Low Tide Media","Oceanavigations, Low Tide Media","Nov 18, 2025 @ 08:44:24.000",566852,"sold_product_566852_1709, sold_product_566852_11513","sold_product_566852_1709, sold_product_566852_11513","$65.00, $20.98","$65.00, $20.98","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 13, 2016 @ 08:44:24.000, Dec 13, 2016 @ 08:44:24.000","0, 0","0, 0","Oceanavigations, Low Tide Media","Oceanavigations, Low Tide Media","$35.09, $10.08","$65.00, $20.98","1,709, 11,513","Boots - black, Tracksuit top - bordeaux multicolor","Boots - black, Tracksuit top - bordeaux multicolor","1, 1","ZO0257002570, ZO0455404554","0, 0","$65.00, $20.98","$65.00, $20.98","0, 0","ZO0257002570, ZO0455404554","$86","$86.00",2,2,order,frances
2oOFm5oBSErIf1UmLZPs,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,George,George,"George Sanders","George Sanders",MALE,32,Sanders,Sanders,"(empty)",Tuesday,1,"george@sanders-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,Elitelligence,Elitelligence,"Nov 18, 2025 @ 08:38:38.000",566845,"sold_product_566845_24161, sold_product_566845_13674","sold_product_566845_24161, sold_product_566845_13674","$7.99, $24.98","$7.99, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 08:38:38.000, Dec 13, 2016 @ 08:38:38.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$3.92, $12.25","$7.99, $24.98","24,161, 13,674","Basic T-shirt - white, Hoodie - black","Basic T-shirt - white, Hoodie - black","1, 1","ZO0547905479, ZO0583305833","0, 0","$7.99, $24.98","$7.99, $24.98","0, 0","ZO0547905479, ZO0583305833","$32.97","$32.97",2,2,order,george
sYOFm5oBSErIf1UmLZTt,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Betty,Betty,"Betty Jackson","Betty Jackson",FEMALE,44,Jackson,Jackson,"(empty)",Tuesday,1,"betty@jackson-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.7)","New York","Gnomehouse, Spherecords","Gnomehouse, Spherecords","Nov 18, 2025 @ 08:25:41.000",566831,"sold_product_566831_22424, sold_product_566831_17957","sold_product_566831_22424, sold_product_566831_17957","$50.00, $10.99","$50.00, $10.99","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 13, 2016 @ 08:25:41.000, Dec 13, 2016 @ 08:25:41.000","0, 0","0, 0","Gnomehouse, Spherecords","Gnomehouse, Spherecords","$23.50, $5.50","$50.00, $10.99","22,424, 17,957","Jersey dress - chinese red, Long sleeved top - black","Jersey dress - chinese red, Long sleeved top - black","1, 1","ZO0341103411, ZO0648406484","0, 0","$50.00, $10.99","$50.00, $10.99","0, 0","ZO0341103411, ZO0648406484","$60.97","$60.97",2,2,order,betty
KoOFm5oBSErIf1UmL5bY,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Elyssa,Elyssa,"Elyssa Miller","Elyssa Miller",FEMALE,27,Miller,Miller,"(empty)",Tuesday,1,"elyssa@miller-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Tigress Enterprises, Gnomehouse mom","Tigress Enterprises, Gnomehouse mom","Nov 18, 2025 @ 08:22:48.000",566829,"sold_product_566829_21605, sold_product_566829_17889","sold_product_566829_21605, sold_product_566829_17889","$24.98, $28.98","$24.98, $28.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 13, 2016 @ 08:22:48.000, Dec 13, 2016 @ 08:22:48.000","0, 0","0, 0","Tigress Enterprises, Gnomehouse mom","Tigress Enterprises, Gnomehouse mom","$12.25, $15.07","$24.98, $28.98","21,605, 17,889","Pyjama top - navy, Blouse - black","Pyjama top - navy, Blouse - black","1, 1","ZO0100901009, ZO0235102351","0, 0","$24.98, $28.98","$24.98, $28.98","0, 0","ZO0100901009, ZO0235102351","$53.97","$53.97",2,2,order,elyssa
voOFm5oBSErIf1UmK5I6,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,"Sultan Al","Sultan Al","Sultan Al Rose","Sultan Al Rose",MALE,19,Rose,Rose,"(empty)",Tuesday,1,"sultan al@rose-family.zzz","sample_ecommerce","Abu Dhabi",Asia,AE,"POINT (54.4 24.5)","Abu Dhabi",Elitelligence,Elitelligence,"Nov 18, 2025 @ 08:21:22.000",566826,"sold_product_566826_15908, sold_product_566826_13927","sold_product_566826_15908, sold_product_566826_13927","$16.98, $42.00","$16.98, $42.00","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 08:21:22.000, Dec 13, 2016 @ 08:21:22.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$9.17, $21.41","$16.98, $42.00","15,908, 13,927","Jumper - camel, Bomber Jacket - khaki","Jumper - camel, Bomber Jacket - khaki","1, 1","ZO0575305753, ZO0540605406","0, 0","$16.98, $42.00","$16.98, $42.00","0, 0","ZO0575305753, ZO0540605406","$58.97","$58.97",2,2,order,sultan
iYOFm5oBSErIf1UmK5I6,"kibana_sample_data_ecommerce","-","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Pia,Pia,"Pia Boone","Pia Boone",FEMALE,45,Boone,Boone,"(empty)",Tuesday,1,"pia@boone-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes",Oceanavigations,Oceanavigations,"Nov 18, 2025 @ 08:09:50.000",566812,"sold_product_566812_19012, sold_product_566812_5941","sold_product_566812_19012, sold_product_566812_5941","$20.98, $85.00","$20.98, $85.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 13, 2016 @ 08:09:50.000, Dec 13, 2016 @ 08:09:50.000","0, 0","0, 0","Oceanavigations, Oceanavigations","Oceanavigations, Oceanavigations","$9.45, $41.66","$20.98, $85.00","19,012, 5,941","Vest - black/rose, Boots - tan","Vest - black/rose, Boots - tan","1, 1","ZO0266902669, ZO0244202442","0, 0","$20.98, $85.00","$20.98, $85.00","0, 0","ZO0266902669, ZO0244202442","$106","$106.00",2,2,order,pia
VIOFm5oBSErIf1UmN6AZ,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Yuri,Yuri,"Yuri Allison","Yuri Allison",MALE,21,Allison,Allison,"(empty)",Tuesday,1,"yuri@allison-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Nov 18, 2025 @ 08:01:12.000",566801,"sold_product_566801_10990, sold_product_566801_11992","sold_product_566801_10990, sold_product_566801_11992","$25.98, $22.98","$25.98, $22.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 08:01:12.000, Dec 13, 2016 @ 08:01:12.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$13.51, $10.81","$25.98, $22.98","10,990, 11,992","Shirt - aubergine, Jumper - grey multicolor","Shirt - aubergine, Jumper - grey multicolor","1, 1","ZO0279702797, ZO0573705737","0, 0","$25.98, $22.98","$25.98, $22.98","0, 0","ZO0279702797, ZO0573705737","$48.97","$48.97",2,2,order,yuri
aYOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Mary,Mary,"Mary Reese","Mary Reese",FEMALE,20,Reese,Reese,"(empty)",Tuesday,1,"mary@reese-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Angeldale, Spherecords","Angeldale, Spherecords","Nov 18, 2025 @ 07:42:29.000",566790,"sold_product_566790_18851, sold_product_566790_22361","sold_product_566790_18851, sold_product_566790_22361","$65.00, $10.99","$65.00, $10.99","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 13, 2016 @ 07:42:29.000, Dec 13, 2016 @ 07:42:29.000","0, 0","0, 0","Angeldale, Spherecords","Angeldale, Spherecords","$31.84, $4.95","$65.00, $10.99","18,851, 22,361","Tote bag - black, Long sleeved top - black","Tote bag - black, Long sleeved top - black","1, 1","ZO0699206992, ZO0641306413","0, 0","$65.00, $10.99","$65.00, $10.99","0, 0","ZO0699206992, ZO0641306413","$76","$76.00",2,2,order,mary
H4OFm5oBSErIf1UmL5bY,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Abigail,Abigail,"Abigail Elliott","Abigail Elliott",FEMALE,46,Elliott,Elliott,"(empty)",Tuesday,1,"abigail@elliott-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Angeldale, Spherecords Maternity","Angeldale, Spherecords Maternity","Nov 18, 2025 @ 07:19:26.000",566775,"sold_product_566775_7253, sold_product_566775_25143","sold_product_566775_7253, sold_product_566775_25143","$110.00, $16.98","$110.00, $16.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 13, 2016 @ 07:19:26.000, Dec 13, 2016 @ 07:19:26.000","0, 0","0, 0","Angeldale, Spherecords Maternity","Angeldale, Spherecords Maternity","$53.91, $7.99","$110.00, $16.98","7,253, 25,143","Over-the-knee boots - bison, Long sleeved top - mid grey multicolor","Over-the-knee boots - bison, Long sleeved top - mid grey multicolor","1, 1","ZO0671006710, ZO0708007080","0, 0","$110.00, $16.98","$110.00, $16.98","0, 0","ZO0671006710, ZO0708007080","$127","$127.00",2,2,order,abigail
"CIOFm5oBSErIf1UmMpr-","kibana_sample_data_ecommerce","-","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Abigail,Abigail,"Abigail Potter","Abigail Potter",FEMALE,46,Potter,Potter,"(empty)",Tuesday,1,"abigail@potter-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Nov 18, 2025 @ 07:18:00.000",566772,"sold_product_566772_17102, sold_product_566772_7361","sold_product_566772_17102, sold_product_566772_7361","$20.98, $28.98","$20.98, $28.98","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 13, 2016 @ 07:18:00.000, Dec 13, 2016 @ 07:18:00.000","0, 0","0, 0","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","$10.70, $13.63","$20.98, $28.98","17,102, 7,361","Jersey dress - black/white, Ankle boots - black","Jersey dress - black/white, Ankle boots - black","1, 1","ZO0152901529, ZO0019100191","0, 0","$20.98, $28.98","$20.98, $28.98","0, 0","ZO0152901529, ZO0019100191","$49.97","$49.97",2,2,order,abigail
iIOFm5oBSErIf1UmK5I6,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Clarice,Clarice,"Clarice Holland","Clarice Holland",FEMALE,18,Holland,Holland,"(empty)",Tuesday,1,"clarice@holland-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Pyramidustries active, Gnomehouse","Pyramidustries active, Gnomehouse","Nov 18, 2025 @ 07:10:48.000",566768,"sold_product_566768_12004, sold_product_566768_23314","sold_product_566768_12004, sold_product_566768_23314","$16.98, $50.00","$16.98, $50.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 13, 2016 @ 07:10:48.000, Dec 13, 2016 @ 07:10:48.000","0, 0","0, 0","Pyramidustries active, Gnomehouse","Pyramidustries active, Gnomehouse","$8.66, $25.98","$16.98, $50.00","12,004, 23,314","Zelda - Long sleeved top - black, A-line skirt - navy blazer","Zelda - Long sleeved top - black, A-line skirt - navy blazer","1, 1","ZO0217702177, ZO0331703317","0, 0","$16.98, $50.00","$16.98, $50.00","0, 0","ZO0217702177, ZO0331703317","$67","$67.00",2,2,order,clarice
VYOFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Garner","Yasmine Garner",FEMALE,43,Garner,Garner,"(empty)",Tuesday,1,"yasmine@garner-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-",Pyramidustries,Pyramidustries,"Nov 18, 2025 @ 06:53:31.000",566757,"sold_product_566757_16685, sold_product_566757_20906","sold_product_566757_16685, sold_product_566757_20906","$18.98, $11.99","$18.98, $11.99","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 13, 2016 @ 06:53:31.000, Dec 13, 2016 @ 06:53:31.000","0, 0","0, 0","Pyramidustries, Pyramidustries","Pyramidustries, Pyramidustries","$9.49, $6.23","$18.98, $11.99","16,685, 20,906","Across body bag - black, Print T-shirt - white","Across body bag - black, Print T-shirt - white","1, 1","ZO0196201962, ZO0168601686","0, 0","$18.98, $11.99","$18.98, $11.99","0, 0","ZO0196201962, ZO0168601686","$30.98","$30.98",2,2,order,yasmine
l4OFm5oBSErIf1UmK5I6,"kibana_sample_data_ecommerce","-","Men's Shoes, Men's Accessories","Men's Shoes, Men's Accessories",EUR,Fitzgerald,Fitzgerald,"Fitzgerald Duncan","Fitzgerald Duncan",MALE,11,Duncan,Duncan,"(empty)",Tuesday,1,"fitzgerald@duncan-family.zzz","sample_ecommerce","Los Angeles","North America",US,"POINT (-118.2 34.1)",California,"Angeldale, Oceanavigations","Angeldale, Oceanavigations","Nov 18, 2025 @ 06:31:55.000",566734,"sold_product_566734_17263, sold_product_566734_13452","sold_product_566734_17263, sold_product_566734_13452","$75.00, $42.00","$75.00, $42.00","Men's Shoes, Men's Accessories","Men's Shoes, Men's Accessories","Dec 13, 2016 @ 06:31:55.000, Dec 13, 2016 @ 06:31:55.000","0, 0","0, 0","Angeldale, Oceanavigations","Angeldale, Oceanavigations","$40.50, $20.58","$75.00, $42.00","17,263, 13,452","Lace-up boots - cognac, Weekend bag - black","Lace-up boots - cognac, Weekend bag - black","1, 1","ZO0691006910, ZO0314203142","0, 0","$75.00, $42.00","$75.00, $42.00","0, 0","ZO0691006910, ZO0314203142","$117","$117.00",2,2,order,fuzzy
JIOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Clarice,Clarice,"Clarice Rice","Clarice Rice",FEMALE,18,Rice,Rice,"(empty)",Tuesday,1,"clarice@rice-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Spherecords, Tigress Enterprises","Spherecords, Tigress Enterprises","Nov 18, 2025 @ 06:31:55.000",566735,"sold_product_566735_24785, sold_product_566735_19239","sold_product_566735_24785, sold_product_566735_19239","$16.98, $24.98","$16.98, $24.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 13, 2016 @ 06:31:55.000, Dec 13, 2016 @ 06:31:55.000","0, 0","0, 0","Spherecords, Tigress Enterprises","Spherecords, Tigress Enterprises","$9.17, $12.99","$16.98, $24.98","24,785, 19,239","Tracksuit bottoms - dark grey multicolor, Long sleeved top - black","Tracksuit bottoms - dark grey multicolor, Long sleeved top - black","1, 1","ZO0632406324, ZO0060300603","0, 0","$16.98, $24.98","$16.98, $24.98","0, 0","ZO0632406324, ZO0060300603","$41.97","$41.97",2,2,order,clarice
eIOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Eddie,Eddie,"Eddie Clayton","Eddie Clayton",MALE,38,Clayton,Clayton,"(empty)",Tuesday,1,"eddie@clayton-family.zzz","sample_ecommerce",Cairo,Africa,EG,"POINT (31.3 30.1)","Cairo Governorate","Elitelligence, Microlutions","Elitelligence, Microlutions","Nov 18, 2025 @ 06:24:43.000",566729,"sold_product_566729_23918, sold_product_566729_11251","sold_product_566729_23918, sold_product_566729_11251","$7.99, $28.98","$7.99, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 06:24:43.000, Dec 13, 2016 @ 06:24:43.000","0, 0","0, 0","Elitelligence, Microlutions","Elitelligence, Microlutions","$4.15, $13.63","$7.99, $28.98","23,918, 11,251","Print T-shirt - red, Shirt - red/black","Print T-shirt - red, Shirt - red/black","1, 1","ZO0557305573, ZO0110401104","0, 0","$7.99, $28.98","$7.99, $28.98","0, 0","ZO0557305573, ZO0110401104","$36.97","$36.97",2,2,order,eddie
"nIOFm5oBSErIf1UmMpn-","kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Phil,Phil,"Phil Bailey","Phil Bailey",MALE,50,Bailey,Bailey,"(empty)",Tuesday,1,"phil@bailey-family.zzz","sample_ecommerce","-",Europe,GB,"POINT (-0.1 51.5)","-","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Nov 18, 2025 @ 06:16:05.000",566725,"sold_product_566725_17721, sold_product_566725_19679","sold_product_566725_17721, sold_product_566725_19679","$16.98, $28.98","$16.98, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 13, 2016 @ 06:16:05.000, Dec 13, 2016 @ 06:16:05.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$7.99, $15.65","$16.98, $28.98","17,721, 19,679","Polo shirt - light grey multicolor, Hoodie - black/dark blue/white","Polo shirt - light grey multicolor, Hoodie - black/dark blue/white","1, 1","ZO0444404444, ZO0584205842","0, 0","$16.98, $28.98","$16.98, $28.98","0, 0","ZO0444404444, ZO0584205842","$45.97","$45.97",2,2,order,phil
